"p_id","wave_id","begin_datetime","end_datetime","age","gend","gend_specify","hispanic","race","race_specify","current_zip","current_lngth","adults","children","ok_lngth","home_lot","concern_water_availability","concern_water_quality","concern_water_cost","concern_land_wildlife","concern_land_soil","concern_infra_electricity","concern_infra_transportation","rank_water_availability","rank_water_quality","rank_water_cost","rank_land_wildlife","rank_land_soil","rank_infra_electricity","rank_infra_transportation","risk_tornado","risk_hail","risk_wind","risk_lightning","risk_flood","risk_snow_ice","experience_tornado","experience_hail","experience_wind","experience_lightning","experience_flood","experience_snow_ice","future_tornado","future_hail","future_wind","future_lightning","future_flood","future_snow_ice","risk_flash_drought","risk_pluvial","risk_heat_wave","risk_cold_spell","experience_flash_drought","experience_pluvial","experience_heat_wave","experience_cold_spell","future_flash_drought","future_pluvial","future_heat_wave","future_cold_spell","risk_long_drought","experience_long_drought","future_long_drought","risk_wildfire","risk_earthquake","experience_wildfire","experience_earthquake","future_wildfire","future_earthquake","s2s_aware","s2s_access","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_phone","s2s_use","s2s_trust","s2s_reliable","s2s_detail","s2s_access_no_fnd","s2s_access_no_inacc","s2s_access_no_rel","s2s_access_no_int","s2s_access_no_oth","s2s_access_oth_spec","cpc_image_rand","cpc_see","cpc_int_sub","cpc_int_obj","cpc_use","cpc_int_no_why","cpc_use_no_fnd","cpc_access_no_inacc","cpc_access_no_rel","cpc_access_no_int","cpc_access_no_oth","cpc_access_oth_spec","s2s_vote_gov","s2s_bid","s2s_wtp","s2s_wtp_con_yes","s2s_wtp_con_no","s2s_comm_agnst","s2s_comm_unsur","s2s_passed","glbcc","glbcc_cert","glbcc_risk","glbwrm_ok","rate_family","rate_social","rate_health","rate_ment","rate_finances","rate_home_val","rate_savings","rate_environment","rate_roads","sf_pcl_reliving","sf_pcl_avoid_reminders","sf_pcl_distant","sf_pcl_irritable","fut_hlth_srvy","trust_policy","trust_agencies","trust_private","party","party_spec","iden","lean","ideol","vote_loc","talk_politics_friends","talk_politics_strangers","att_politics","role_policy","role_science","role_public","role_business","role_nonprofit","education","inc","income_people","inc50","inc100","inc150","inc200","smartphone","citizen_science","is_fieldphotoinvite","norman_area","cinr_participate","cinr_preference","study_area","region","ocwp_region"
"62d0d932-b196-a2f8-a660-b293bc41e66e","S3OK Wave 5 (Spring 2024)",1709067902,1709070882,33,0,NA,0,1,NA,73572,4,1,0,10,3,1,5,5,2,2,1,4,5,1,4,2,3,6,7,4,2,4,4,4,3,0,0,1,0,0,0,5,3,5,3,5,5,4,3,5,4,0,0,0,1,5,5,5,5,5,0,5,5,3,0,0,5,3,1,3,0,1,0,0,0,0,0,0,0,"driving, planning trips.",2,3,2,0,0,0,0,0,NA,"word",1,5,1,3,NA,0,0,0,0,0,NA,3,63,NA,NA,NA,NA,"it seems like it might be a waste of money",3,1,10,10,1,1,1,3,1,1,NA,1,5,1,5,2,3,3,1,2,3,2,1,NA,1,NA,3,1,3,1,3,20,"40",20,10,10,2,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Beaver-Cache"
"Ph-W206317","S3OK Wave 5 (Spring 2024)",1709067949,1709069173,55,1,NA,NA,NA,NA,73507,7,3,0,32,2,4,3,4,5,5,4,5,1,2,7,6,4,3,5,2,3,3,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,3,2,3,2,0,0,0,0,3,3,3,3,3,0,3,2,2,0,0,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,2,4,3,"Oh, I can understand it.  I meant to say that weather predictions are somewhat accurate in a short-term or even mid-range timeframe.  ",0,0,0,0,0,NA,2,21,NA,NA,NA,"The question states something like, ""if it would not cost you anything.""  Wouldn't tax dollars be used to fund this?  If so, how would it not cost the taxpayers anything?  Yes, taxes do cost the citizens real dollars that many need to feed and clothe and provide for their families.  ",NA,3,1,1,2,0,3,4,4,3,3,2,4,3,2,1,2,2,1,1,1,2,1,3,NA,NA,2,4,1,1,1,2,0,"90",0,10,0,4,1,2,4,NA,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"R_1OMElfDzcoCoifg","S3OK Wave 5 (Spring 2024)",1709067997,1709069522,68,0,NA,0,1,NA,73507,28,3,0,68,2,2,2,3,1,1,2,4,3,4,5,7,6,1,2,4,4,4,3,3,2,1,1,1,1,0,1,NA,4,4,4,4,4,5,3,5,3,1,1,1,1,4,4,4,4,4,1,4,3,3,0,0,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",2,3,3,4,NA,0,0,0,0,0,NA,4,21,1,8,NA,NA,NA,5,0,7,3,0,3,2,3,2,2,2,2,3,3,3,4,4,2,1,3,3,3,2,NA,1,NA,6,0,3,2,4,10,"20",40,20,10,2,2,2,NA,6,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South West","Beaver-Cache"
"R3OKPH64159","S3OK Wave 5 (Spring 2024)",1709068042,1709071087,67,0,NA,0,3,NA,73034,24,2,0,53,1,3,4,2,1,2,2,2,2,1,4,3,5,7,6,4,3,3,3,2,2,0,0,0,0,0,0,3,3,3,3,2,3,5,2,5,4,1,0,1,1,5,2,5,4,4,0,4,4,NA,0,1,4,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,3,4,2,NA,0,1,0,0,0,NA,4,86,1,8,NA,NA,NA,4,1,9,9,1,4,3,3,4,4,4,4,4,3,1,3,2,2,1,3,3,3,3,NA,NA,2,3,1,3,1,2,10,"45",10,15,20,6,3,2,NA,NA,13,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"Ph-W211696","S3OK Wave 5 (Spring 2024)",1709068046,1709070103,66,0,NA,0,1,NA,74020,15,2,0,66,1,4,4,4,4,3,3,4,2,1,7,5,4,6,3,3,3,4,4,3,3,0,0,1,0,0,1,3,3,4,3,3,3,4,3,4,4,1,0,0,1,3,3,3,4,4,1,4,4,3,0,1,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,2,4,3,"Not sure I understand how they can tell the weather that far out.",0,0,0,0,0,NA,3,65,NA,NA,NA,NA,"No i can't.",4,0,5,5,2,4,3,3,3,3,3,3,3,4,2,2,2,2,1,2,3,3,2,NA,1,NA,6,1,2,1,2,5,"5",70,5,15,2,1,2,5,NA,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Upper Arkansas"
"R_vBsIHQ9QkX7eqhX","S3OK Wave 5 (Spring 2024)",1709068307,1709070829,84,1,NA,0,1,NA,73012,27,1,0,28,2,1,1,1,1,1,1,1,3,4,6,7,5,1,2,5,3,4,2,4,3,0,NA,1,0,0,0,5,4,4,4,5,4,3,4,2,3,0,1,1,1,4,2,4,3,3,0,4,2,2,0,0,3,2,1,4,0,1,1,1,1,0,0,0,0,"for my outdoor activities and for travels to shop and visit friends out of town",4,4,5,0,0,0,0,0,NA,"word",1,4,3,4,NA,0,0,0,0,0,NA,5,96,1,9,NA,NA,NA,5,1,6,3,1,5,3,3,5,4,4,2,3,5,2,1,2,3,1,4,5,5,2,NA,2,NA,6,1,5,1,5,10,"50",10,15,15,5,1,1,4,NA,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"Ph-W214117","S3OK Wave 5 (Spring 2024)",1709068318,1709069297,79,0,NA,0,1,NA,74120,52,2,0,54,1,1,1,1,2,2,2,4,6,7,5,3,4,2,1,4,4,4,4,4,4,0,1,1,1,0,1,2,3,3,3,3,3,4,3,4,3,0,0,1,1,3,3,3,3,3,0,4,4,3,0,1,4,5,1,4,0,1,0,1,0,0,0,0,0,NA,3,4,4,0,0,0,0,0,NA,"word",1,3,4,1,NA,0,0,1,0,0,NA,4,86,2,NA,NA,NA,"funding proposals are never for just one thing - it would depend on what else was in the package - ",2,1,9,9,1,4,3,3,3,4,4,4,3,2,3,3,3,4,1,2,3,2,1,NA,1,NA,3,1,3,4,4,12,"50",12,12,14,7,3,2,NA,NA,13,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"Ph-W204278","S3OK Wave 5 (Spring 2024)",1709068362,1709069876,83,1,NA,0,1,NA,73112,9,1,0,83,2,4,4,4,3,4,4,4,3,4,2,7,5,1,6,4,4,3,3,2,2,0,0,1,0,0,0,5,5,5,5,5,4,2,3,4,3,0,1,1,1,4,3,4,4,4,0,4,4,3,0,1,5,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",2,2,3,3,"given the percentages, plus or minus, it can and sometimes goes the other way than predicted.",0,0,0,0,0,NA,4,21,2,NA,NA,NA,"too many other variables to consider.  As I've said, sometimes, forecasters really miss the mark when it comes to certain components of forecasting weather.",5,1,10,10,1,3,3,3,4,3,5,5,4,3,1,1,1,2,1,2,3,2,1,NA,2,NA,4,1,4,1,4,10,"40",20,20,10,6,2,1,NA,6,NA,NA,1,1,1,1,2,1,"Outside Little River Watershed","Oklahoma City","Central"
"R_1GPxzoiFUC2RIAM","S3OK Wave 5 (Spring 2024)",1709068555,1709069476,56,1,NA,0,1,NA,74014,24,2,0,56,2,2,3,3,3,3,2,2,7,2,4,1,3,6,5,4,3,4,3,2,3,0,0,1,1,0,1,3,3,3,3,3,3,3,2,4,3,0,0,0,1,4,3,4,3,3,0,4,3,2,0,1,3,3,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",2,4,4,4,NA,0,0,0,0,0,NA,4,41,2,NA,NA,NA,"Benefit would have to justify the cost ",4,1,7,10,1,3,3,3,3,3,3,3,3,2,2,4,3,2,1,3,4,3,2,NA,1,NA,7,1,2,1,3,25,"25",40,5,5,6,2,2,NA,7,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_1geIrgiIjP3Wa2K","S3OK Wave 5 (Spring 2024)",1709068572,1709070315,57,0,NA,0,3,NA,74955,57,1,0,57,3,5,5,5,5,5,5,5,2,1,5,6,4,3,7,4,4,4,4,4,4,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,5,5,5,0,0,5,5,1,3,0,0,0,1,0,0,1,0,0,"So i can get outside and work in my yard and go to my mom's house is next door.",5,5,5,0,0,0,0,0,NA,"word",0,5,5,5,NA,0,0,0,0,0,NA,5,20,1,10,NA,NA,NA,5,1,10,10,1,3,3,3,3,3,3,3,3,1,3,3,3,3,1,5,5,5,3,NA,NA,3,4,1,2,1,2,20,"20",20,20,20,2,1,1,3,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Lower Arkansas"
"R3OKNM16690","S3OK Wave 5 (Spring 2024)",1709068616,1709070921,73,1,NA,0,1,NA,74017,7,2,0,73,3,2,2,4,4,4,2,5,5,3,7,2,4,6,1,4,2,3,4,3,2,0,0,1,1,0,0,3,3,4,3,3,3,3,3,5,3,0,0,1,1,3,3,4,4,4,0,4,4,3,0,0,4,3,1,4,0,0,0,1,1,0,0,0,0,"garden,travel",4,4,4,0,0,0,0,0,NA,"percent",1,3,2,4,NA,0,0,0,0,0,NA,4,61,NA,NA,NA,NA,NA,5,1,9,9,1,3,3,2,2,2,3,2,3,2,2,3,3,2,1,3,3,3,2,NA,2,NA,7,1,3,2,4,0,"100",0,0,0,1,1,2,4,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Middle Arkansas"
"62d2fad6-5a74-d8a9-bda8-fd211d07d3d7","S3OK Wave 5 (Spring 2024)",1709068633,1709069834,36,0,NA,0,1,NA,74135,7,1,0,36,1,1,2,2,1,1,1,1,3,4,5,1,6,7,2,4,3,3,4,3,3,0,0,1,1,0,0,4,3,4,4,4,4,2,3,3,3,0,0,0,1,4,4,4,4,2,0,3,4,3,0,0,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",2,2,5,3,"I can read the key and the map ",0,0,0,0,0,NA,3,1,NA,NA,NA,NA,"I'm just not sure it could be a great investment ",3,0,3,3,2,3,1,3,3,1,NA,1,3,4,2,2,4,2,1,3,3,3,1,NA,1,NA,7,0,2,1,2,45,"20",10,10,15,3,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Middle Arkansas"
"R_AHu6tfaK5j7uHT3","S3OK Wave 5 (Spring 2024)",1709068653,1709069341,35,0,NA,0,1,NA,74820,4,3,0,35,3,1,4,3,2,2,2,4,4,6,3,5,7,2,1,5,3,3,3,3,3,0,0,1,1,0,1,3,3,3,3,3,3,4,3,5,5,0,0,1,1,5,4,5,5,5,0,5,3,2,0,1,4,4,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,5,4,2,NA,0,0,1,0,0,NA,3,95,NA,NA,NA,NA,"I would need to know more about the benefits of having this information because I'm not sure it's the best use of resources.",3,1,10,10,1,3,3,3,2,2,3,3,3,2,2,4,4,3,1,1,3,2,1,NA,2,NA,1,0,3,3,5,10,"60",20,5,5,6,2,3,NA,6,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Central"
"R_2CvrqjDfSgyc630","S3OK Wave 5 (Spring 2024)",1709068794,1709070022,56,0,NA,0,1,NA,73122,5.5,2,0,13,2,4,5,2,4,2,3,4,4,1,6,5,7,3,2,5,4,5,3,4,3,0,1,1,0,1,0,4,4,4,3,4,4,4,4,4,3,1,1,0,1,4,4,4,4,4,0,4,4,4,0,1,4,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,NA,"word",1,3,5,4,NA,0,0,0,0,0,NA,5,63,2,NA,NA,NA,"I don't know yet if this financially managed ",4,1,9,10,1,3,3,3,5,4,3,2,3,2,1,1,2,1,1,3,4,3,1,NA,2,NA,3,1,3,2,4,10,"50",20,5,15,2,2,2,NA,6,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_BVYphHqVAHaO28V","S3OK Wave 5 (Spring 2024)",1709068799,1709069278,75,0,NA,0,1,NA,73106,12,2,0,64,1,1,2,2,2,2,2,2,2,3,4,6,7,5,1,2,3,4,2,3,2,0,0,1,0,0,0,4,3,3,3,3,3,3,2,3,2,0,0,0,1,3,3,4,4,3,0,4,3,2,0,0,4,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,4,2,1,NA,1,0,0,0,0,NA,3,34,NA,NA,NA,NA,"I do not care much about it one way or another",2,1,10,10,1,5,5,5,5,4,3,4,3,3,1,1,1,1,1,3,3,3,1,NA,2,NA,1,1,4,1,3,50,"20",10,10,10,7,1,2,2,NA,NA,NA,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R2PH11880","S3OK Wave 5 (Spring 2024)",1709068843,1709071435,68,1,NA,0,1,NA,74112,39,1,0,68,2,4,4,5,4,3,4,4,4,5,3,6,7,2,1,3,3,4,3,2,2,0,1,0,1,0,1,3,3,4,3,2,2,4,3,4,3,0,0,0,1,4,3,4,2,3,0,4,4,2,0,1,4,2,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"word",1,4,4,2,NA,0,1,0,0,0,NA,4,51,0,NA,5,"I am not sure how accurate the forecasting would be.",NA,3,1,9,8,1,3,2,3,3,4,3,4,3,2,3,3,2,4,1,2,2,3,1,NA,1,NA,4,1,3,1,3,10,"20",20,25,25,6,1,1,3,NA,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_3Dnm3cN1qcjZfHf","S3OK Wave 5 (Spring 2024)",1709069081,1709070445,68,1,NA,0,1,NA,74133,43,2,0,43,2,1,1,1,2,2,2,2,1,4,5,7,3,2,6,2,2,2,2,2,2,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,0,3,3,3,0,1,3,3,1,3,0,1,0,0,0,0,0,0,1,"General knowledge and vacation planning.",2,3,4,0,0,0,0,0,NA,"percent",1,5,3,4,NA,0,0,0,0,0,NA,4,85,0,NA,9,"A hazy forecast only marginally accurate with little to personally gain directly or indirectly in an environment of existing government overspending and waste would lead me vote against it.",NA,4,1,8,1,1,3,3,3,4,4,3,4,3,3,1,1,2,2,1,3,3,3,2,NA,2,NA,7,1,4,2,5,25,"10",30,25,10,6,2,2,NA,9,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"587441","S3OK Wave 5 (Spring 2024)",1709069090,1709070015,45,1,NA,0,1,NA,10002,40,3,2,45,1,4,4,4,4,4,4,4,3,7,1,4,6,2,5,4,3,3,3,4,3,0,0,1,0,1,1,3,4,4,3,3,3,3,3,3,3,0,0,1,1,3,4,4,4,4,0,4,4,4,1,0,4,4,1,4,1,0,1,1,1,0,0,1,1,"Agriculture ",4,4,4,0,0,0,0,0,NA,"word",1,3,4,4,NA,0,0,0,0,0,NA,4,57,1,7,NA,NA,NA,4,1,7,6,1,3,3,3,4,3,3,4,3,4,4,4,3,4,1,3,4,4,2,NA,2,NA,6,1,4,4,4,25,"10",25,25,15,6,2,2,NA,10,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Lower Washita"
"R_1NDl82RzkB3iAIM","S3OK Wave 5 (Spring 2024)",1709069122,1709069943,63,0,NA,0,1,NA,74019,12,2,0,60,2,2,1,1,2,2,3,2,1,5,6,4,7,3,2,3,3,4,4,2,2,1,1,1,1,0,1,3,3,3,3,3,3,4,4,4,3,0,0,1,1,3,3,3,3,3,0,3,3,3,0,1,3,4,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,4,5,2,NA,0,0,1,0,0,NA,4,77,2,NA,NA,NA,"I would need to understand how it would benefit me more before deciding.",3,1,6,6,2,4,4,3,4,4,4,5,4,3,2,3,2,3,1,3,4,2,2,NA,2,NA,6,1,3,2,4,10,"50",20,10,10,8,4,2,NA,NA,NA,21,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_3IbD8XXjm7ir4dJ","S3OK Wave 5 (Spring 2024)",1709069144,1709070010,37,0,NA,1,6,NA,73511,13,2,2,16,3,5,5,4,4,4,4,4,2,1,6,3,4,7,5,5,4,5,3,4,5,0,1,1,1,0,1,4,4,5,3,2,3,5,4,5,4,0,0,0,1,5,2,5,3,5,1,5,5,4,0,0,5,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,4,4,NA,0,0,0,0,0,NA,3,42,NA,NA,NA,NA,"I would want more information on how they use information from now to predict weather. There is an almanac but I not sure how accurate it is",3,1,6,6,0,4,4,3,4,2,NA,1,3,3,2,3,1,3,1,1,3,2,3,NA,NA,3,6,0,5,1,4,30,"30",10,10,20,4,2,2,NA,6,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South West","Southwest"
"Ph-W210545","S3OK Wave 5 (Spring 2024)",1709069171,1709070210,51,1,NA,0,1,NA,73855,3,3,0,30,3,4,5,4,2,4,4,3,2,1,5,7,3,4,6,3,2,5,3,2,2,0,0,1,1,0,1,3,3,3,3,3,3,4,2,4,3,0,0,0,0,4,4,4,4,4,0,4,5,3,1,1,4,3,1,3,0,1,0,0,0,1,1,0,1,"planning outdoor activities, gardening, travel",2,2,2,0,0,0,0,0,NA,"word",1,4,4,2,NA,0,1,0,0,1,"The example given is too vague for my use",4,65,0,NA,9,"I already pay far too much in taxes.  The federal government has no control when it comes to spending and I have no guarantee that this extra taxation would even be used for its stated purpose.  It would probably be sent to the Ukraine or end up in a politicians pocket.  I have no faith or trust in our governments ability when it comes to handling money.  Our debt is insolvable and we are making no changes to correct these issues.",NA,4,0,9,2,0,4,3,3,3,2,2,2,2,2,1,2,2,1,0,2,2,2,2,NA,2,NA,6,1,4,4,4,5,"15",30,35,15,6,2,2,NA,7,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","North Central","Panhandle"
"R_27IgEIYu9VZ9s8y","S3OK Wave 5 (Spring 2024)",1709069182,1709070891,67,1,NA,0,1,NA,74039,43,2,0,50,3,1,2,1,1,2,3,4,4,5,7,6,3,2,1,3,3,4,4,4,3,0,0,1,0,0,0,3,3,4,4,4,3,4,3,4,2,0,0,1,1,4,3,4,3,4,0,4,3,3,0,1,3,5,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,4,4,2,NA,0,0,1,0,0,NA,4,79,2,NA,NA,NA,"At my age money only seems to go outbound.",2,1,10,10,1,4,3,3,3,3,3,2,3,2,2,2,1,1,1,3,3,3,3,NA,NA,3,4,0,3,1,2,25,"25",25,25,0,4,1,1,2,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R3WAPH9250","S3OK Wave 5 (Spring 2024)",1709069189,1709070582,81,0,NA,0,1,NA,73018,17,1,0,55,3,2,2,2,1,2,3,2,4,7,5,3,6,1,2,3,3,4,3,3,2,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,1,0,1,1,3,3,3,3,3,0,3,3,3,0,0,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,2,4,3,NA,0,0,0,0,0,NA,3,48,NA,NA,NA,NA,"Why would it not cost us if it is funded by the government ",3,0,5,5,2,3,3,3,3,4,4,4,3,2,1,1,1,1,1,3,3,3,2,NA,1,NA,4,1,3,1,3,50,"20",10,10,10,4,3,NA,NA,NA,13,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Lower Washita"
"R2PH6417","S3OK Wave 5 (Spring 2024)",1709069239,1709071433,61,0,NA,0,1,NA,73027,6,1,0,61,3,2,2,1,2,2,2,2,1,2,4,7,3,5,6,4,3,3,3,3,3,0,1,1,0,0,0,3,3,3,3,3,3,3,3,3,3,1,0,1,0,3,3,3,3,3,1,3,4,4,0,1,3,3,1,3,0,1,0,1,0,0,1,0,1,"Planning outdoor activities, road trips, planting garden ",3,4,4,0,0,0,0,0,NA,"word",1,5,3,4,NA,0,0,0,0,0,NA,5,84,0,NA,10,"Too many taxes already ",NA,4,0,8,2,0,3,3,3,3,3,3,2,3,3,1,2,3,1,1,3,4,3,2,NA,2,NA,6,1,3,3,5,20,"20",20,20,20,2,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Grand"
"R_ZmkoTEBURKMdo7T","S3OK Wave 5 (Spring 2024)",1709069255,1709069691,42,0,NA,0,1,NA,73069,3,2,0,15,2,5,5,2,3,3,4,5,3,4,7,5,6,2,1,4,4,3,4,4,3,0,0,0,1,0,1,3,4,4,4,4,4,3,2,3,3,0,0,0,1,4,4,4,4,4,0,4,3,3,0,0,4,4,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,3,4,3,NA,0,0,0,0,0,NA,4,71,1,3,NA,NA,NA,3,1,9,10,1,3,3,3,3,3,3,3,3,3,1,1,1,2,1,2,3,2,3,NA,NA,1,1,1,3,1,4,0,"60",0,20,20,8,4,2,NA,NA,NA,21,1,0,0,1,0,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R_12tXQZcJXyZaYJ2","S3OK Wave 5 (Spring 2024)",1709069294,1709070888,32,1,NA,0,1,NA,73127,2,2,2,32,2,2,2,1,2,3,2,4,2,5,6,7,4,3,1,3,3,4,4,2,3,0,1,1,1,0,1,3,3,4,4,3,4,2,4,4,4,0,1,1,1,3,4,4,4,2,0,3,2,3,0,1,3,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,NA,"word",1,3,2,3,NA,0,0,0,0,0,NA,4,80,2,NA,NA,NA,"Cause I wouldn’t mind the funding for the weather forecasts but the tax increase is not favorable",4,1,7,5,2,4,2,2,3,3,3,1,3,2,2,3,2,3,1,2,3,2,3,NA,NA,2,4,0,3,3,2,20,"20",20,20,20,3,1,2,5,NA,NA,NA,1,1,1,1,1,2,"Outside Little River Watershed","Oklahoma City","Central"
"R_2CE6cK4IIMQg5KK","S3OK Wave 5 (Spring 2024)",1709069349,1709071098,39,0,NA,0,2,NA,73105,20,3,0,39,1,2,4,4,3,4,5,5,6,1,3,7,5,2,4,4,3,4,3,2,3,0,1,1,0,0,0,4,4,5,3,4,3,3,2,4,4,1,0,1,1,4,3,4,3,3,1,4,4,3,1,1,4,4,1,3,0,1,0,1,1,1,1,0,1,"Outdoor activities, planning ahead, informing people, planning daily activities",3,2,3,0,0,0,0,0,NA,"word",1,3,5,3,NA,0,0,0,0,0,NA,4,59,2,NA,NA,NA,"Many taxes and the cost of living are rising and I’m uncertain if this is something I can afford.",4,1,10,9,1,3,3,3,4,3,3,3,3,2,1,2,1,1,1,2,2,2,1,NA,2,NA,2,1,4,3,5,10,"40",30,5,15,7,1,1,3,NA,NA,NA,1,1,1,1,1,2,"Outside Little River Watershed","Oklahoma City","Central"
"584760","S3OK Wave 5 (Spring 2024)",1709069363,1709070013,30,1,NA,0,1,NA,73129,5,2,2,12,2,5,5,5,5,5,5,5,4,1,6,5,3,7,2,4,4,5,4,5,4,0,0,1,0,1,0,3,3,4,3,4,3,5,4,4,4,1,1,0,0,4,4,5,5,4,1,4,5,4,0,1,4,3,1,5,1,0,1,0,0,1,0,0,0,"Travel",5,5,5,0,0,0,0,0,NA,"word",1,5,1,5,NA,0,0,0,0,0,NA,5,29,1,10,NA,NA,NA,4,1,10,10,1,5,4,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,1,NA,2,NA,1,1,5,5,5,30,"20",10,20,20,6,3,140000,NA,NA,14,NA,1,1,1,1,1,2,"Outside Little River Watershed","Oklahoma City","Central"
"R2PH26474","S3OK Wave 5 (Spring 2024)",1709069448,1709070999,72,1,NA,0,1,NA,73120,7,2,0,72,2,4,3,4,2,2,4,4,2,1,5,7,6,3,4,5,4,4,4,3,3,0,0,1,0,0,1,4,4,4,4,4,4,5,4,5,4,0,0,1,1,5,4,5,4,4,0,3,4,3,0,1,4,4,1,3,0,0,0,1,1,0,0,0,1,"Planning outdoor activities and travel",3,4,3,0,0,0,0,0,NA,"word",1,4,4,2,NA,0,0,1,0,0,NA,5,44,0,NA,7,"retired with fixed income and really need to limit new expenses",NA,4,1,6,7,1,4,3,4,5,4,4,4,4,4,2,2,1,1,1,3,3,3,2,NA,2,NA,6,1,3,1,4,30,"30",15,15,10,6,3,2,NA,NA,11,NA,1,1,1,1,2,0,"Outside Little River Watershed","Oklahoma City","Central"
